SAMPLENUM,SITE,LOCATOR,CDATE,Month,Year,TIME,SAMTYPE,PARM_STORED,QUAL,NUMVALUE,UNITS,MDLVALUE,METHODREF,COMMENTS
L160236-4,WWTP EFFLUENT,EFF EPS LAB,6/8/2010,6,2010,9:50:00 AM,GRAB,AMMONIA AS N,,41.7,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2     day# 1
L160236-3,WWTP EFFLUENT,EFF EPS LAB,6/8/2010,6,2010,9:50:00 AM,GRAB,AMMONIA AS N,,41.4,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day# 1
L160236-5,WWTP EFFLUENT,EFF EPS LAB,6/9/2010,6,2010,11:20:00 AM,GRAB,AMMONIA AS N,,40.6,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1   day# 2
L160236-6,WWTP EFFLUENT,EFF EPS LAB,6/9/2010,6,2010,11:20:00 AM,GRAB,AMMONIA AS N,,40.3,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2     day# 2
L160236-7,WWTP EFFLUENT,EFF EPS LAB,6/10/2010,6,2010,10:30:00 AM,GRAB,AMMONIA AS N,,43.4,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1    day# 3
L160236-8,WWTP EFFLUENT,EFF EPS LAB,6/10/2010,6,2010,10:30:00 AM,GRAB,AMMONIA AS N,,42,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2     day# 3
L160236-9,WWTP EFFLUENT,EFF EPS LAB,6/11/2010,6,2010,10:20:00 AM,GRAB,AMMONIA AS N,,37.5,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day# 4
L160236-10,WWTP EFFLUENT,EFF EPS LAB,6/11/2010,6,2010,10:20:00 AM,GRAB,AMMONIA AS N,,38.5,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2     day# 4
L160415-2,WWTP EFFLUENT,EFF EPS 04,6/16/2010,6,2010,12:00:00 PM,CF01,AMMONIA AS N,,40.8,mg/L,0.3,"SM(20)4500-NH3 B,C",Mon; Wed
L160647-2,WWTP EFFLUENT,EFF EPS LAB,6/28/2010,6,2010,11:45:00 AM,GRAB,AMMONIA AS N,,45.9,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1 & e-2     day# 0
L160647-4,WWTP EFFLUENT,EFF EPS LAB,6/29/2010,6,2010,8:40:00 AM,GRAB,AMMONIA AS N,,31.5,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2   day# 1
L160647-3,WWTP EFFLUENT,EFF EPS LAB,6/29/2010,6,2010,8:40:00 AM,GRAB,AMMONIA AS N,,32.1,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day# 1
L160647-5,WWTP EFFLUENT,EFF EPS LAB,6/30/2010,6,2010,3:30:00 AM,GRAB,AMMONIA AS N,,33.9,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1       day# 2
L160647-6,WWTP EFFLUENT,EFF EPS LAB,6/30/2010,6,2010,3:30:00 AM,GRAB,AMMONIA AS N,,33.7,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2   day# 2
L160647-8,WWTP EFFLUENT,EFF EPS LAB,7/1/2010,7,2010,8:45:00 AM,GRAB,AMMONIA AS N,,33.7,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2    day#3
L160647-7,WWTP EFFLUENT,EFF EPS LAB,7/1/2010,7,2010,8:45:00 AM,GRAB,AMMONIA AS N,,33.9,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-1   day#3
L160647-9,WWTP EFFLUENT,EFF EPS LAB,7/2/2010,7,2010,7:40:00 AM,GRAB,AMMONIA AS N,,41.9,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day#4
L160647-10,WWTP EFFLUENT,EFF EPS LAB,7/2/2010,7,2010,7:40:00 AM,GRAB,AMMONIA AS N,,41,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2    day#4
L160871-2,WWTP EFFLUENT,EFF EPS 04,7/8/2010,7,2010,12:00:00 PM,CF01,AMMONIA AS N,,44.4,mg/L,0.3,"SM(20)4500-NH3 B,C",Th.
L160954-2,WWTP EFFLUENT,EFF EPS LAB,7/12/2010,7,2010,2:25:00 AM,CF03,AMMONIA AS N,,48.3,mg/L,0.3,"SM(20)4500-NH3 B,C",flow-through acute toxicityTANK#1 AND #2
L160954-3,WWTP EFFLUENT,EFF EPS LAB,7/13/2010,7,2010,8:15:00 AM,CF03,AMMONIA AS N,,38.8,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#1"
L160954-4,WWTP EFFLUENT,EFF EPS LAB,7/13/2010,7,2010,8:15:00 AM,CF03,AMMONIA AS N,,38.4,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#2"
L160954-6,WWTP EFFLUENT,EFF EPS LAB,7/14/2010,7,2010,8:35:00 AM,CF03,AMMONIA AS N,,39.2,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#2"
L160954-5,WWTP EFFLUENT,EFF EPS LAB,7/14/2010,7,2010,8:35:00 AM,CF03,AMMONIA AS N,,39.6,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#1"
L160954-7,WWTP EFFLUENT,EFF EPS LAB,7/15/2010,7,2010,8:00:00 AM,CF03,AMMONIA AS N,,41.3,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#1"
L160954-8,WWTP EFFLUENT,EFF EPS LAB,7/15/2010,7,2010,8:00:00 AM,CF03,AMMONIA AS N,,41,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#2"
L160954-9,WWTP EFFLUENT,EFF EPS LAB,7/16/2010,7,2010,8:25:00 AM,CF03,AMMONIA AS N,,41.4,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#1"
L160954-11,WWTP EFFLUENT,EFF EPS LAB,7/16/2010,7,2010,8:25:00 AM,CF03,AMMONIA AS N,,39.8,mg/L,0.3,"SM(20)4500-NH3 B,C","flow-through acute toxicity,TANK#2"
L161154-2,WWTP EFFLUENT,EFF EPS 04,7/20/2010,7,2010,12:00:00 PM,CF01,AMMONIA AS N,,39.8,mg/L,0.3,"SM(20)4500-NH3 B,C",Tues.
L161554-2,WWTP EFFLUENT,EFF EPS 04,8/5/2010,8,2010,12:00:00 PM,CF01,AMMONIA AS N,,40.6,mg/L,0.3,"SM(20)4500-NH3 B,C",Th.
L161817-2,WWTP EFFLUENT,EFF EPS 04,8/18/2010,8,2010,12:00:00 PM,CF01,AMMONIA AS N,,31.1,mg/L,0.3,"SM(20)4500-NH3 B,C","Mon, Wed"
L161926-2,WWTP EFFLUENT,EFF EPS 04,8/24/2010,8,2010,9:34:00 AM,GRAB,AMMONIA AS N,,41.2,mg/L,0.3,"SM(20)4500-NH3 B,C",FOLLOW-UP to L161897-1. Per request of D. Freitas 8/19/10
L162012-2,WWTP EFFLUENT,EFF EPS LAB,8/26/2010,8,2010,3:40:00 AM,GRAB,AMMONIA AS N,,44,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank combined     day# 0
L161994-6,WWTP EFFLUENT,EFF EPS 04,8/27/2010,8,2010,3:00:00 AM,GRAB,AMMONIA AS N,,49.4,mg/L,0.3,"SM(20)4500-NH3 B,C","+HOLD for 624, 625, +SAVE for potential TRE; Ammonia poured off from jerrican on 30-AUG-10 per DEJ."
L162012-3,WWTP EFFLUENT,EFF EPS LAB,8/27/2010,8,2010,8:30:00 AM,GRAB,AMMONIA AS N,,45.9,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day# 1
L162012-4,WWTP EFFLUENT,EFF EPS LAB,8/27/2010,8,2010,8:30:00 AM,GRAB,AMMONIA AS N,,46.2,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2   day# 1
L162021-1,WWTP EFFLUENT,EFF EPS 04,8/27/2010,8,2010,10:00:00 AM,GRAB,AMMONIA AS N,Q,46.5,mg/L,0.3,"SM(20)4500-NH3 B,C",Samples collected in reponse to 8/27/10 @ 0900 bioassay at 65% survival in test tanks; 1613 removed per N Arsem OPS meeting direction 13-SEP-10
L162018-1,WWTP EFFLUENT,EFF EPS 04,8/27/2010,8,2010,12:00:00 PM,GRAB,AMMONIA AS N,Q,50.8,mg/L,0.3,"SM(20)4500-NH3 B,C","Bioassay Investigative Support Sampling requested by N Arsem; Sample logged in on L161994-5.  AA & ICPMS Metals, 1631 Hg, Cyanide, and Ammonia split from Jeri Can"
L161994-5,WWTP EFFLUENT,EFF EPS 04,8/27/2010,8,2010,12:00:00 PM,GRAB,AMMONIA AS N,,50.4,mg/L,0.3,"SM(20)4500-NH3 B,C","+HOLD for 624, 625, +SAVE for potential TRE; Ammonia poured off from jerrican on 30-AUG-10 per DEJ."
L162012-6,WWTP EFFLUENT,EFF EPS LAB,8/28/2010,8,2010,1:00:00 AM,GRAB,AMMONIA AS N,,45.8,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2   day# 2
L162012-5,WWTP EFFLUENT,EFF EPS LAB,8/28/2010,8,2010,1:00:00 AM,GRAB,AMMONIA AS N,,46.5,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1       day# 2
L162012-7,WWTP EFFLUENT,EFF EPS LAB,8/29/2010,8,2010,12:30:00 PM,GRAB,AMMONIA AS N,,44,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-1   day#3
L162012-8,WWTP EFFLUENT,EFF EPS LAB,8/29/2010,8,2010,12:30:00 PM,GRAB,AMMONIA AS N,,44.5,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2    day#3
L161994-32,WWTP EFFLUENT,EFF EPS 04,8/30/2010,8,2010,9:08:00 AM,GRAB,AMMONIA AS N,,37.7,mg/L,0.3,"SM(20)4500-NH3 B,C","+HOLD for 624, 625, BIOS (for determination of LC50 of ammonia in effluent) and AMMONIA:TITR requested per YShang."
L162012-9,WWTP EFFLUENT,EFF EPS LAB,8/30/2010,8,2010,9:35:00 AM,GRAB,AMMONIA AS N,,38.1,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day#4
L162012-10,WWTP EFFLUENT,EFF EPS LAB,8/30/2010,8,2010,9:35:00 AM,GRAB,AMMONIA AS N,,37.8,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2    day#4
L162181-2,WWTP EFFLUENT,EFF EPS LAB,9/2/2010,9,2010,2:45:00 AM,GRAB,AMMONIA AS N,,36.7,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2     day# 0
L162160-2,WWTP EFFLUENT,EFF EPS 04,9/2/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,37.4,mg/L,0.3,"SM(20)4500-NH3 B,C",Th.
L162181-4,WWTP EFFLUENT,EFF EPS LAB,9/3/2010,9,2010,11:11:00 AM,GRAB,AMMONIA AS N,,44.1,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2   day# 1
L162181-3,WWTP EFFLUENT,EFF EPS LAB,9/3/2010,9,2010,11:11:00 AM,GRAB,AMMONIA AS N,,44.7,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day# 1
L162181-6,WWTP EFFLUENT,EFF EPS LAB,9/4/2010,9,2010,5:00:00 AM,GRAB,AMMONIA AS N,,43.4,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2   day# 2
L162181-5,WWTP EFFLUENT,EFF EPS LAB,9/4/2010,9,2010,5:00:00 AM,GRAB,AMMONIA AS N,,42,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1       day# 2
L162227-6,WWTP EFFLUENT,EFF EPS 04,9/4/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,45.6,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; poured off in lab from -2 P8L; requested per DFreitas 2-SEP-10
L162405-5,WWTP EFFLUENT,EFF EPS 04,9/4/2010,9,2010,12:16:00 PM,GRAB,AMMONIA AS N,,45.9,mg/L,0.3,"SM(20)4500-NH3 B,C",L162163-17 pour-off. pH 7.8 + MOPS
L162405-4,WWTP EFFLUENT,EFF EPS 04,9/4/2010,9,2010,12:16:00 PM,GRAB,AMMONIA AS N,,46.2,mg/L,0.3,"SM(20)4500-NH3 B,C",L162163-17 pour-off. pH 6.8 + MOPS
L162405-3,WWTP EFFLUENT,EFF EPS 04,9/4/2010,9,2010,12:16:00 PM,GRAB,AMMONIA AS N,,46.3,mg/L,0.3,"SM(20)4500-NH3 B,C",L162163-17 pour-off. pH 6.5 + MOPS
L162405-2,WWTP EFFLUENT,EFF EPS 04,9/4/2010,9,2010,12:16:00 PM,GRAB,AMMONIA AS N,,46.3,mg/L,0.3,"SM(20)4500-NH3 B,C",L162163-17 pour-off. pH 6.0 + MOPS
L162405-1,WWTP EFFLUENT,EFF EPS 04,9/4/2010,9,2010,12:16:00 PM,GRAB,AMMONIA AS N,,46.2,mg/L,0.3,"SM(20)4500-NH3 B,C",L162163-17 pour-off on 09/15 @ 11:00. pH 7.0 + MOPS
L162231-6,WWTP EFFLUENT,EFF EPS 04,9/5/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,42.6,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; poured off in lab from -2 P8L; requested per DFreitas 2-SEP-10
L162181-8,WWTP EFFLUENT,EFF EPS LAB,9/5/2010,9,2010,12:32:00 PM,GRAB,AMMONIA AS N,,45.6,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2    day#3
L162181-7,WWTP EFFLUENT,EFF EPS LAB,9/5/2010,9,2010,12:32:00 PM,GRAB,AMMONIA AS N,,45.6,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-1   day#3
L162181-9,WWTP EFFLUENT,EFF EPS LAB,9/6/2010,9,2010,2:00:00 AM,GRAB,AMMONIA AS N,,48.2,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day#4
L162181-10,WWTP EFFLUENT,EFF EPS LAB,9/6/2010,9,2010,2:00:00 AM,GRAB,AMMONIA AS N,,48.2,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#   e-2    day#4
L162235-6,WWTP EFFLUENT,EFF EPS 04,9/6/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,46.2,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; poured off in lab from -2 P8L; requested per DFreitas 2-SEP-10
L162256-7,WWTP EFFLUENT,EFF EPS 04,9/7/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,47.5,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; poured off in lab from -2 P8L; requested per DFreitas 2-SEP-10
L162281-6,WWTP EFFLUENT,EFF EPS 04,9/8/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,43.1,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; requested per DFreitas 2-SEP-10
L162198-1,WWTP EFFLUENT,EFF EPS 04,9/8/2010,9,2010,12:10:00 PM,GRAB,AMMONIA AS N,,42,mg/L,0.3,"SM(20)4500-NH3 B,C",Regional Board ordered static renewals in response to bioassay results. Ammonia poured off from FPE20.
L162198-2,WWTP EFFLUENT,EFF EPS 04,9/9/2010,9,2010,9:20:00 AM,GRAB,AMMONIA AS N,,39.3,mg/L,0.3,"SM(20)4500-NH3 B,C",renewal. Convert to BIOR login # L162198.   Ammonia poured off from FPE20
L162308-7,WWTP EFFLUENT,EFF EPS 04,9/9/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,41.2,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; requested per DFreitas 2-SEP-10
L162198-3,WWTP EFFLUENT,EFF EPS 04,9/10/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,39.8,mg/L,0.3,"SM(20)4500-NH3 B,C",renewal. Convert to BIOR login # L162198.   Ammonia poured off from FPE20
L162332-6,WWTP EFFLUENT,EFF EPS 04,9/10/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,39.5,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; requested per DFreitas 2-SEP-10
L162198-4,WWTP EFFLUENT,EFF EPS 04,9/11/2010,9,2010,8:58:00 AM,GRAB,AMMONIA AS N,,40.7,mg/L,0.3,"SM(20)4500-NH3 B,C",renewal. Convert to BIOR login # L162198.   Ammonia poured off from FPE20
L162336-6,WWTP EFFLUENT,EFF EPS 04,9/11/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,38.6,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; requested per DFreitas 2-SEP-10
L162376-2,WWTP EFFLUENT,EFF EPS LAB,9/13/2010,9,2010,2:10:00 AM,GRAB,AMMONIA AS N,,40.6,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1  & e-2   day# 0
L162358-2,WWTP EFFLUENT,EFF EPS 04,9/13/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,44.2,mg/L,0.3,"SM(20)4500-NH3 B,C","Mon, Wed"
L162405-12,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,3:30:00 AM,GRAB,AMMONIA AS N,,41.6,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-10 pour-off. pH 7.0; NO MOPS; Zeolite treatment.
L162405-10,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,3:30:00 AM,GRAB,AMMONIA AS N,,52.4,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-10 pour-off on 9/21/10 @ 0900 -10 thru -13. pH 7.0; NO MOPS
L162405-13,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,3:30:00 AM,GRAB,AMMONIA AS N,,76.9,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-10 pour-off. pH 7.0; No MOPS; Zeolite elution + ammonia.
L162405-11,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,3:30:00 AM,GRAB,AMMONIA AS N,,52.5,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-10 pour-off. pH 7.0; NO MOPS; Mock zeolite treatment.
L162405-25,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,6:30:00 AM,GRAB,AMMONIA AS N,,49.4,mg/L,0.3,"SM(20)4500-NH3 B,C","L162355-11 pour-off.   Adjusted to pH 11, Aerated, brought back to pH 6.8"
L162405-24,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,6:30:00 AM,GRAB,AMMONIA AS N,,53.5,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-11 pour-off.   pH 6.8 & Aeration
L162405-23,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,6:30:00 AM,GRAB,AMMONIA AS N,,53.8,mg/L,0.3,"SM(20)4500-NH3 B,C","L162355-11 pour-off.   Adjusted to pH 3, Aerated, then brought to pH 6.8"
L162405-20,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,6:30:00 AM,GRAB,AMMONIA AS N,,53.5,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-11 pour-off on 9/22/10 @0900 -22 thru -25.   pH 6.8
L162405-14,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,51.9,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-12 pour-off 9/22/10 @ 0900 -14 thru -19. pH 6.0; No MOPS.
L162405-15,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,52.2,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-12 pour-off. pH 6.5; No MOPS.
L162405-16,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,52.2,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-12 pour-off. pH 6.8; No MOPS.
L162405-17,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,52.4,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-12 pour-off. pH 7.0; No MOPS.
L162405-18,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,52.2,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-12 pour-off. pH 7.5; No MOPS.
L162405-19,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,8:50:00 AM,GRAB,AMMONIA AS N,,51.9,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-12 pour-off. pH 7.8; No MOPS.
L162376-3,WWTP EFFLUENT,EFF EPS LAB,9/14/2010,9,2010,9:54:00 AM,GRAB,AMMONIA AS N,,47.3,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1     day# 1
L162376-4,WWTP EFFLUENT,EFF EPS LAB,9/14/2010,9,2010,9:54:00 AM,GRAB,AMMONIA AS N,,45.9,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-2   day# 1
L162381-6,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,12:00:00 PM,CF01,AMMONIA AS N,,48.4,mg/L,0.3,"SM(20)4500-NH3 B,C",Bioassay Investigative Support Sampling; requested per DFreitas 2-SEP-10; Microtox added 14-SEP-10 per DFreitas.
L162405-6,WWTP EFFLUENT,EFF EPS 04,9/14/2010,9,2010,12:10:00 PM,GRAB,AMMONIA AS N,,48.6,mg/L,0.3,"SM(20)4500-NH3 B,C",L162355-9 pour-off on 9/21/10 @0900 -6 thru -9. pH 7.0; NO MOPS
L162405-58,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,45.9,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-18 pour-off. pH 11 to pH 6.8
L162405-59,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,44.9,mg/L,0.6,"SM(20)4500-NH3 B,C","L162355-18 pour-off. pH 11, mock aeration, pH 6.8"
L162405-60,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,36.1,mg/L,0.6,"SM(20)4500-NH3 B,C","L162355-18 pour-off. pH 11, aeration, pH 6.8"
L162405-57,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,45.4,mg/L,0.6,"SM(20)4500-NH3 B,C","L162355-18 pour-off. pH 3, aeration, pH 6.8"
L162405-55,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,46.5,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-18 pour-off. pH 3 to pH 6.8
L162405-54,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,45.9,mg/L,0.6,"SM(20)4500-NH3 B,C","L162355-18 pour-off. Initial pH, aeration, pH 6.8"
L162405-53,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,47,mg/L,0.6,"SM(20)4500-NH3 B,C","L162355-18 pour-off. Initial pH, mock aeration, pH 6.8"
L162405-52,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,46.2,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-18 pour-off on 9/30/10 @ 0900 -52 thru 60. pH 6.8
L162405-56,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:05:00 AM,GRAB,AMMONIA AS N,,46.2,mg/L,0.6,"SM(20)4500-NH3 B,C","L162355-18 pour-off. pH 3, mock aeration, pH 6.8"
L162405-43,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,31.9,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off; pH 11 to SPE to pH 6.8
L162405-42,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,49.3,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off; pH 11 to mock SPE to pH 6.8
L162405-40,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,50.4,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off; pH 3 to SPE to pH 6.8
L162405-39,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,50.1,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off; pH 3 to mock SPE to pH 6.8
L162405-37,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,49.6,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off; SPE to pH 6.8
L162405-35,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,49.8,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off on 9/24/10 @ 0900 -35 thru -44.; pH 6.8
L162405-36,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,3:21:00 AM,GRAB,AMMONIA AS N,,50.4,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-14 pour-off; mock SPE to pH 6.8
L162405-48,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,6:26:00 AM,GRAB,AMMONIA AS N,,38.9,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-15 pour-off. pH 6.8 Zeolite Elution + Ammonia (40 ppm)
L162405-47,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,6:26:00 AM,GRAB,AMMONIA AS N,U,0.6,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-15 pour-off. pH 6.8 Zeolite Treatment
L162405-46,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,6:26:00 AM,GRAB,AMMONIA AS N,,49.8,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-15 pour-off. pH 6.8 Mock Zeolite
L162405-45,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,6:26:00 AM,GRAB,AMMONIA AS N,,49.8,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-15 pour-off 9/27/10 @ 0900 -45 thru 48. pH 6.8
L162376-5,WWTP EFFLUENT,EFF EPS LAB,9/15/2010,9,2010,8:30:00 AM,GRAB,AMMONIA AS N,,47.2,mg/L,0.3,"SM(20)4500-NH3 B,C",ammonia tank#  e-1       day# 2
L162405-49,WWTP EFFLUENT,EFF EPS 04,9/15/2010,9,2010,12:00:00 PM,GRAB,AMMONIA AS N,,46.2,mg/L,0.6,"SM(20)4500-NH3 B,C",L162355-17 pour-off on 9/29/10 @ 0900 -49 thru 51. pH 6.8
