,Date,NH3 mg/L N,flow mgd,NO3 mg/L N,NO2 mg/L N,N+N mg/L N,N mg/L N
2392,2017-02-10,,6.4623333333333335,,,,
2393,2017-02-11,,6.0826666666666656,,,,
2394,2017-02-12,,6.158333333333332,,,,
2395,2017-02-14,,6.0,,,,
2396,2017-02-15,,6.121666666666666,,,,
2397,2017-02-16,,6.207000000000001,,,,
2398,2017-02-17,,6.693666666666666,,,,
2399,2017-02-18,,6.991,,,,
2400,2017-02-19,,6.065333333333332,,,,
2401,2017-02-21,,6.519666666666667,,,,
2402,2017-02-22,,6.875333333333334,,,,
2403,2017-02-23,,6.776666666666666,,,,
2404,2017-02-24,,6.540333333333333,,,,
2405,2017-02-25,,6.746333333333333,,,,
2406,2017-02-26,,6.460333333333334,,,,
2407,2017-02-28,,6.310333333333333,,,,
2408,2017-03-01,,6.065333333333332,,,,
2409,2017-03-02,,6.216333333333334,,,,
2410,2017-03-03,,5.8183333333333325,,,,
2411,2017-03-04,,5.747,,,,
2412,2017-03-05,,6.449000000000001,,,,
2413,2017-03-07,,6.3326666666666656,,,,
2414,2017-03-08,,6.0553333333333335,,,,
2415,2017-03-10,,6.586333333333333,,,,
2416,2017-03-11,,6.530666666666666,,,,
2417,2017-03-12,,6.443666666666666,,,,
2418,2017-03-14,,6.040666666666667,,,,
2419,2017-03-15,,5.334666666666667,,,,
2420,2017-03-16,,4.878333333333333,,,,
2421,2017-03-17,,5.6370000000000005,,,,
2422,2017-03-18,,7.333666666666667,,,,
2423,2017-03-19,,6.585999999999999,,,,
2424,2017-03-21,,6.255,,,,
2425,2017-03-22,,7.009333333333334,,,,
2426,2017-03-23,,6.5696666666666665,,,,
2427,2017-03-24,,6.248666666666668,,,,
2428,2017-03-25,,6.3020000000000005,,,,
2429,2017-03-26,,6.958333333333333,,,,
2430,2017-03-27,,5.931333333333334,,,,
2431,2017-03-28,,6.647666666666666,,,,
2432,2017-03-29,,6.624,,,,
2433,2017-03-30,,6.2860000000000005,,,,
