Subembayment,Facility,Year,Quart,Date,Flow  (MGD),Peak Flow (MGD),TN (mg/L),TDN (mg/L),TKN (mg/L),SKN (mg/L),NO3 (mg/L),NO2 (mg/L),Total NH3 (mg/L),Urea* (mg/L),TP (mg/L),TDP (mg/L),DRP** (mg/L),TSS (mg/L),TRP (mg/L)
South Bay,Silicon Valley Clean Water,Y 1,Q4 2012,11/7/2012,13.16,20.4,43.79,42.79,43,42,0.6,0.19,50,,3,3,2.5,4,
South Bay,Silicon Valley Clean Water,Y 1,Q4 2012,11/20/2012,13.41,20.4,40.97,39.97,40,39,0.74,0.23,45,,2.8,2.8,2.5,5.2,
South Bay,Silicon Valley Clean Water,Y 1,Q4 2012,12/11/2012,15.23,17.05,39.23,36.23,37,34,2.1,0.13,41,,3.4,3.1,2.3,,
South Bay,Silicon Valley Clean Water,Y 1,Q4 2012,12/19/2012,16.74,24.2,39.5,37.5,39,37,0.46,0.04,34,,4.5,4,4,4.6,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,1/8/2013,14.9,22.6,34.64,34.64,34,34,0.44,0.2,32,,2.3,2.2,2,,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,1/15/2013,13.2,16.6,38.615,36.62,38,36,0.58,0.035,33,,2.6,2.4,2.4,2.1,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,2/7/2013,13.4,16.4,42.389,36.39,42,36,0.29,0.099,40,,2.9,2.8,2.8,,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,2/14/2013,12.9,17.6,53.44,46.44,53,46,0.22,0.22,42,,3.3,3.1,2.8,8.1,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,2/20/2013,12.25,16.1,42.37,41.37,42,41,0.25,0.12,38,,3,2.6,3,5,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,3/5/2013,12.4,19,43.23,43.23,43,43,0.11,0.12,39,,3.4,3,2.9,6.2,
South Bay,Silicon Valley Clean Water,Y 1,Q1 2013,3/12/2013,13.5,17.7,39.36,41.36,39,41,0.23,0.13,34,,3,2.6,2.3,8.7,
South Bay,Silicon Valley Clean Water,Y 1,Q2 2013,4/5/2013,13.59,21.1,42.33,40.33,41,39,1,0.33,37,,2.7,2.7,2.9,1.4,
South Bay,Silicon Valley Clean Water,Y 1,Q2 2013,4/11/2013,13.25,16.4,52.87,48.87,51,47,1.3,0.57,40,,4,4.3,3.8,1,
South Bay,Silicon Valley Clean Water,Y 1,Q2 2013,5/2/2013,11.96,16.1,46.88,47.88,42,43,4.3,0.58,35,,4.4,4.2,4.3,1.3,
South Bay,Silicon Valley Clean Water,Y 1,Q2 2013,5/15/2013,12.06,17.06,44.68,43.68,42,41,2,0.68,40,,4.3,4.5,4.1,1.6,
South Bay,Silicon Valley Clean Water,Y 1,Q2 2013,6/4/2013,12.51,17.1,45.36,44.36,42,41,2.9,0.46,36,,4.2,4.1,4.5,5,
South Bay,Silicon Valley Clean Water,Y 1,Q2 2013,6/11/2013,11.73,15.3,40.74,39.74,32,31,8,0.74,29,,4.3,4,3.6,3.7,
South Bay,Silicon Valley Clean Water,Y 2,Q3 2013,7/17/2013,11.2,18.4,40.1,42.1,37,39,1.9,1.2,34,,3.9,3.8,12,3.4,
South Bay,Silicon Valley Clean Water,Y 2,Q3 2013,7/24/2013,11.3,16.8,45.74,46.74,44,45,1.1,0.64,39,,3.8,3.9,3.9,1.9,
South Bay,Silicon Valley Clean Water,Y 2,Q3 2013,8/15/2013,12.7,17.2,47.72,49.72,46,48,0.94,0.78,45,,4.3,4.1,16,2,
South Bay,Silicon Valley Clean Water,Y 2,Q3 2013,8/22/2013,11.2,23.8,44.72,44.72,43,43,0.75,0.97,44,,4.4,4.1,4.2,1.7,
South Bay,Silicon Valley Clean Water,Y 2,Q3 2013,9/10/2013,11.6,14.8,48.43,49.43,46,47,1.7,0.73,50,,3.9,4.4,3.9,2.4,
South Bay,Silicon Valley Clean Water,Y 2,Q3 2013,9/18/2013,11.3,15.5,47.94,48.94,46,47,1.2,0.74,45,,4,4.6,3.5,1.6,
South Bay,Silicon Valley Clean Water,Y 2,Q4 2013,10/8/2013,12.32,16.79,44.55,48.55,41,45,3.4,0.15,39,,3.8,3.5,3.9,5.1,
South Bay,Silicon Valley Clean Water,Y 2,Q4 2013,10/16/2013,11.06,21.48,49.56,50.56,46,47,3,0.56,39,,3.9,3.8,4,2.4,
South Bay,Silicon Valley Clean Water,Y 2,Q4 2013,11/12/2013,12.28,19.8,50.18,44.18,48,42,1.7,0.48,47,,4.5,4.5,4.2,2.1,
South Bay,Silicon Valley Clean Water,Y 2,Q4 2013,11/19/2013,13.23,19.56,47.24,47.24,46,46,0.67,0.57,46,,4,4.1,4.2,2.2,
South Bay,Silicon Valley Clean Water,Y 2,Q4 2013,12/12/2013,12.09,22.78,47.81,45.81,47,45,0.25,0.56,35,,4.5,3.9,3.8,2.9,
South Bay,Silicon Valley Clean Water,Y 2,Q4 2013,12/18/2013,13.23,15.28,52.32,52.32,48,48,3.9,0.42,41,,3.8,3.9,3.2,2.4,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,1/9/2014,13.07,20.06,53.86,51.86,52,50,1.2,0.66,50,,4.4,4.2,4,2.2,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,1/14/2014,13.01,17.04,45.143,45.143,44,44,1.1,0.043,48,,3.2,4.2,4,2.2,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,2/5/2014,12.12,18.45,47.23,47.23,46,46,0.77,0.46,39,,2.4,4.9,4.4,2,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,2/10/2014,15.67,23.04,35.75,33.75,35,33,0.41,0.34,32,,2.3,2.3,2.5,4.2,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,2/12/2014,13.55,20.42,43.45,35.45,39,31,4,0.45,40,,2.5,2.9,2.6,1.6,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,2/27/2014,14.2,24.15,46.88,41.88,46,41,0.6,0.28,47,,4,4,3.5,1.6,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,3/6/2014,14.15,19.86,41.55,41.55,41,41,0.25,0.3,35,,3.7,4,3.3,0.9,
South Bay,Silicon Valley Clean Water,Y 2,Q1 2014,3/20/2014,12.45,20.87,50.75,49.75,50,49,0.51,0.24,44,,3.8,3.7,3.8,2.6,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,4/1/2014,16.76,17.65,47.62,46.62,47,46,0.43,0.19,40,,3.1,2.9,3.5,1.9,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,4/8/2014,12.66,18.51,46.82,46.82,46,46,0.55,0.27,36,,3,2.9,3.1,1,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,4/15/2014,11.83,15.78,46.84,48.84,46,48,0.52,0.32,43,,3.4,3.3,3.1,0.8,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,5/7/2014,12.15,18.57,54.83,55.83,54,55,0.57,0.26,50,,3.9,4,3.7,1.2,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,5/20/2014,11.4,16.83,57.76,43.76,57,43,0.46,0.3,42,,3.4,3.4,3.7,1.9,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,6/4/2014,11.35,14.22,50.47,55.47,50,55,0.3,0.17,49,,4,4.2,4.4,2.2,
South Bay,Silicon Valley Clean Water,Y 2,Q2 2014,6/11/2014,11.31,13.3,45.67,45.67,45,45,0.42,0.25,46,,3.9,3.9,3.1,1.6,
South Bay,Silicon Valley Clean Water,Y 3,Q3 2014,7/10/2014,11.33,,47.1,,46,,1.1,,38,,4,,3.6,,
South Bay,Silicon Valley Clean Water,Y 3,Q3 2014,7/28/2014,11.17,,44.1,,43,,1.1,,37,,4.7,,2.8,,
South Bay,Silicon Valley Clean Water,Y 3,Q3 2014,8/6/2014,10.98,,48.2,,47,,1.2,,46,,4,,3.6,,
South Bay,Silicon Valley Clean Water,Y 3,Q3 2014,8/13/2014,9.88,,44.57,,43,,1.57,,46,,4.3,,4,,
South Bay,Silicon Valley Clean Water,Y 3,Q3 2014,9/3/2014,10.65,,52.84,,52,,0.84,,40,,3.5,,3.6,,
South Bay,Silicon Valley Clean Water,Y 3,Q3 2014,9/10/2014,8.47,,47.78,,46,,1.78,,56,,4.1,,4.2,,
South Bay,Silicon Valley Clean Water,Y 3,Q4 2014,10/7/2014,10.87,,50.8,,50,,0.8,,40,,4,,4.1,,
South Bay,Silicon Valley Clean Water,Y 3,Q4 2014,10/15/2014,10.79,,56.1,,55,,1.1,,55,,2,,4,,
South Bay,Silicon Valley Clean Water,Y 3,Q4 2014,11/12/2014,10.67,,54.33,,53,,1.33,,54,,4.3,,1.5,,
South Bay,Silicon Valley Clean Water,Y 3,Q4 2014,11/19/2014,10.23,,43.48,,42,,1.48,,40,,5.4,,4.7,,
South Bay,Silicon Valley Clean Water,Y 3,Q4 2014,12/10/2014,12.79,,49.31,,47,,2.31,,47,,3.6,,3.5,,
South Bay,Silicon Valley Clean Water,Y 3,Q4 2014,12/18/2014,21.41,,23.64,,22,,1.64,,20,,1.6,,1.2,,
South Bay,Silicon Valley Clean Water,Y 3,Q1 2015,1/6/2015,13.07,,48.41,,48,,0.41,,42,,4.1,,4.2,,
South Bay,Silicon Valley Clean Water,Y 3,Q1 2015,1/20/2015,12.43,,55.76,,55,,0.76,,45,,5.6,,4.8,,
South Bay,Silicon Valley Clean Water,Y 3,Q1 2015,2/5/2015,12.06,,52.28,,51,,1.28,,20,,3.3,,4,,
South Bay,Silicon Valley Clean Water,Y 3,Q1 2015,2/18/2015,13.36,,51.07,,50,,1.07,,49,,3.8,,4,,
South Bay,Silicon Valley Clean Water,Y 3,Q1 2015,3/5/2015,13.29,,52.77,,52,,0.77,,56,,4,,3.9,,
South Bay,Silicon Valley Clean Water,Y 3,Q1 2015,3/12/2015,12.3,,56.54,,56,,0.54,,58,,3.8,,2.8,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q3 2012,7/16/2012,0.29,0.29,5.34,4.53,3.3,2.49,2.01,0.03,0.39,,2.86,0.99,3.62,12,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q3 2012,8/13/2012,0.297,0.297,11.49,10.65,3.14,2.3,8.33,0.02,0.39,,3.26,0.1,3.66,12,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q3 2012,9/10/2012,0.299,0.299,13.225,12.025,4.28,3.08,8.92,0.025,0.15,,0.1,0.43,2.86,10,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q4 2012,10/9/2012,0.299,0.299,12.321,10.861,3.42,1.96,8.782,0.119,0.67,,1.72,2.01,3.08,21,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q4 2012,11/5/2012,0.295,0.295,12.926,11.816,3.67,2.56,9.18,0.076,0.9,,2.8,0.57,3.11,8,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q4 2012,12/10/2012,0.437,0.437,9.275,9.105,1.99,1.82,7.223,0.062,0.18,,1.31,1.35,2.077,9.2,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q1 2013,1/9/2013,0.426,0.426,12.246,11.886,2.07,1.71,10.12,0.056,0.33,,0.1,0.1,2.12,7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q1 2013,1/23/2013,0.356,0.356,6.279,5.519,2.83,2.07,3.42,0.029,0.5,,2.02,1.74,2.44,8.5,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q1 2013,2/11/2013,0.33,0.33,13.46,13.01,2.49,2.04,10.86,0.11,0.31,,1.99,2.48,2.99,7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q1 2013,3/6/2013,0.305,0.305,13.53,12.35,4.54,3.36,8.88,0.11,1.09,,0.84,2,2.87,9.6,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q1 2013,3/20/2013,0.269,0.269,5.254,5.054,1.6,1.4,3.64,0.014,0.48,,1.37,1.17,3.32,9.7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q2 2013,4/3/2013,0.299,0.299,13.656,11.336,2.69,0.37,10.95,0.016,0.45,,0.1,0.1,3.3,8,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q2 2013,5/8/2013,0.272,0.272,7.076,6.076,3.58,2.58,3.48,0.016,0.78,,0.1,0.1,3.36,13,
Central Bay,Treasure Island Water Pollution Control Plant,Y 1,Q2 2013,6/17/2013,0.314,0.314,12.03,11.78,3.16,2.91,8.85,0.02,1.18,,2.56,0.71,3.13,7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q3 2013,7/8/2013,0.226,0.226,13.47,12.63,3.53,2.69,9.92,0.02,1.01,,0.97,0.48,1.02,7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q3 2013,8/5/2013,0.283,0.283,11.892,14.272,4.2,6.58,7.68,0.012,1.67,,0.1,0.1,3.92,11.9,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q3 2013,9/9/2013,0.312,0.312,13.591,12.561,2.91,1.88,10.66,0.021,1.12,,1.94,1.94,4.32,7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q4 2013,10/7/2013,0.279,0.273,18.177,17.927,6.16,5.91,12,0.017,0.39,,2.93,2.51,3.58,7,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q4 2013,11/4/2013,0.331,0.331,13.933,13.313,4.12,3.5,9.8,0.013,0.57,,2.74,2.74,3.16,9,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q4 2013,12/2/2013,0.357,0.357,18.4,17.03,4.93,3.56,13.19,0.28,1.15,,1.98,1.34,2.96,11,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q1 2014,1/6/2014,0.279,0.279,5.808,5.048,3.67,2.91,2.121,0.017,1.89,,2.94,2.61,2.98,15.1,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q1 2014,2/3/2014,0.287,0.287,14.183,10.903,5.63,2.35,8.531,0.022,1.27,,3.24,2.83,2.96,30,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q1 2014,2/9/2014,0.646,0.646,8.222,6.682,2.24,0.7,5.957,0.025,0.96,,2.27,1.77,3.39,24,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q1 2014,2/18/2014,0.391,0.391,11.439,10.329,6.37,5.26,5.06,0.009,0.92,,2.4,2.35,2.64,18,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q1 2014,3/10/2014,0.336,0.336,15.731,14.751,4.34,3.36,11.3,0.091,1,,0.496,2.61,2.88,24,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q2 2014,4/7/2014,0.369,0.369,15.83,13.61,4.54,2.32,11.2,0.09,0.7,,3.39,3.17,1.87,12,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q2 2014,5/7/2014,0.305,0.305,8.031,7.751,2.16,1.88,5.84,0.031,2.94,,2.67,0.109,3.46,6,
Central Bay,Treasure Island Water Pollution Control Plant,Y 2,Q2 2014,6/2/2014,0.298,0.298,12.495,12.605,4.12,4.23,8.35,0.025,2.44,,3,2.7,3.61,6,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q3 2014,7/2/2014,0.282,,5.58,,1.01,,4.57,,2.44,,1.74,,3.63,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q3 2014,8/18/2014,0.292,,12.2,,4.14,,8.11,,2.5,,3.72,,4.17,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q3 2014,9/2/2014,0.33,,19.2,,3.05,,16.1,,2.5,,1.66,,3.89,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q4 2014,10/14/2014,0.281,,6.86,,2.94,,3.92,,2.5,,3.3,,2.49,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q4 2014,11/3/2014,0.313,,10.8,,3.16,,7.62,,2.5,,2.3,,3.49,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q4 2014,12/8/2014,0.349,,10.3,,3.42,,6.9,,2.5,,1.8,,2.49,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q1 2015,1/7/2015,0.363,,12,,5.21,,6.77,,2.5,,0.63,,2.34,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q1 2015,2/10/2015,0.336,,14.2,,5.91,,8.27,,2.5,,3,,2.78,,
Central Bay,Treasure Island Water Pollution Control Plant,Y 3,Q1 2015,3/9/2015,0.278,,17.2,,4.42,,12.8,,2.5,,2.62,,3.03,,
Suisun Bay,Valero Refining Company - CA,Y 1,Q3 2012,7/2/2012,2.25,2.42,29.554,29.654,2.5,2.6,27,0.054,0.36,,0.26,0.13,0.039,5.1,0.1
Suisun Bay,Valero Refining Company - CA,Y 1,Q3 2012,8/7/2012,2.21,2.5,18.317,18.517,2.3,2.5,16,0.017,0.36,,0.077,0.061,,2.4,
Suisun Bay,Valero Refining Company - CA,Y 1,Q3 2012,8/8/2012,2.38,2.51,,,,,,,,,,,0.025,,0.014
Suisun Bay,Valero Refining Company - CA,Y 1,Q3 2012,9/5/2012,2.08,2.19,23.415,23.615,1.4,1.6,22,0.015,0.26,,0.12,0.059,,3.4,
Suisun Bay,Valero Refining Company - CA,Y 1,Q3 2012,9/7/2012,1.8,2.02,,,,,,,,,,,0.015,,0.029
Suisun Bay,Valero Refining Company - CA,Y 1,Q4 2012,10/4/2012,2,2.15,23.95,24.25,1.8,2.1,22,0.15,0.4,,0.099,0.11,0.016,4.4,0.032
Suisun Bay,Valero Refining Company - CA,Y 1,Q4 2012,11/6/2012,1.83,2.38,19.545,20.645,1.5,2.6,18,0.045,0.36,,0.1,0.015,0.006,8.5,0.006
Suisun Bay,Valero Refining Company - CA,Y 1,Q4 2012,12/4/2012,2.37,2.4,21.712,21.412,1.7,1.4,20,0.012,0.31,,0.038,0.025,0.016,2.6,0.03
Suisun Bay,Valero Refining Company - CA,Y 1,Q1 2013,1/3/2013,2.22,3.02,20.55,20.55,2.3,2.3,18,0.25,0.2,,0.067,0.057,0.0074,5.4,0.037
Suisun Bay,Valero Refining Company - CA,Y 1,Q1 2013,2/6/2013,1.92,2.26,11.925,11.425,1.9,1.4,10,0.025,0.3,,0.04,0.055,0.007,3.2,0.01
Suisun Bay,Valero Refining Company - CA,Y 1,Q1 2013,3/6/2013,1.63,1.9,32.464,31.964,2.4,1.9,30,0.064,0.46,,0.044,0.031,0.006,4.6,0.016
Suisun Bay,Valero Refining Company - CA,Y 1,Q2 2013,4/2/2013,1.36,1.93,20.246,19.546,2.2,1.5,18,0.046,0.31,,0.015,0.015,0.022,2.4,0.021
Suisun Bay,Valero Refining Company - CA,Y 1,Q2 2013,5/8/2013,2.1,2.25,25.72,25.42,2.6,2.3,23,0.12,0.31,,0.045,0.022,0.0087,4,0.026
Suisun Bay,Valero Refining Company - CA,Y 1,Q2 2013,6/4/2013,2.12,2.2,53.06,51.06,19,17,34,0.06,0.45,,0.037,0.027,0.017,3.8,0.026
Suisun Bay,Valero Refining Company - CA,Y 2,Q3 2013,7/1/2013,2.62,2.64,12.53,12.63,2.4,2.5,10,0.13,0.37,,0.13,0.081,0.074,5.5,0.093
Suisun Bay,Valero Refining Company - CA,Y 2,Q3 2013,8/6/2013,1.77,2.14,21.627,21.567,0.59,0.53,21,0.037,0.36,,0.038,0.024,0.0065,2.4,0.025
Suisun Bay,Valero Refining Company - CA,Y 2,Q3 2013,9/4/2013,1.67,1.87,24.682,24.682,3.6,3.6,21,0.082,0.36,,0.06,0.027,0.007,2.3,0.027
Suisun Bay,Valero Refining Company - CA,Y 2,Q4 2013,10/2/2013,1.96,2.31,18.44,17.94,2.7,2.2,15,0.74,0.74,,0.18,0.11,0.025,3.3,0.062
Suisun Bay,Valero Refining Company - CA,Y 2,Q4 2013,11/5/2013,1.75,2.26,21.11,20.41,2,1.3,19,0.11,0.54,,0.057,0.031,0.007,3.3,0.017
Suisun Bay,Valero Refining Company - CA,Y 2,Q4 2013,12/4/2013,1.62,2.12,28.467,27.137,1.4,0.07,27,0.067,0.33,,0.082,0.051,0.013,2.2,0.024
Suisun Bay,Valero Refining Company - CA,Y 2,Q1 2014,1/16/2014,1.82,2.22,36.167,36.277,0.07,0.18,36,0.097,0.25,,0.083,0.062,0.008,2,0.024
Suisun Bay,Valero Refining Company - CA,Y 2,Q1 2014,2/5/2014,1.58,1.94,160.18,160.24,0.07,0.13,160,0.11,0.33,,0.053,0.051,,11.1,0.019
Suisun Bay,Valero Refining Company - CA,Y 2,Q1 2014,2/26/2014,2.02,2.4,40.104,40.104,0.07,0.07,40,0.034,0.11,,0.028,0.017,0.006,,0.006
Suisun Bay,Valero Refining Company - CA,Y 2,Q1 2014,3/4/2014,1.81,2.31,24.072,24.072,0.07,0.07,24,0.002,0.18,,0.037,0.048,0.006,2.2,0.006
Suisun Bay,Valero Refining Company - CA,Y 2,Q2 2014,4/2/2014,2.5,3.05,11.04,10.94,2.2,2.1,8.8,0.04,0.34,,0.06,0.039,0.053,3,0.067
Suisun Bay,Valero Refining Company - CA,Y 2,Q2 2014,5/5/2014,2.09,2.35,18.469,17.969,3.4,2.9,15,0.069,0.85,,0.081,0.046,0.028,5,0.031
Suisun Bay,Valero Refining Company - CA,Y 2,Q2 2014,6/4/2014,2.15,2.22,21.48,21.38,4.1,4,17,0.38,0.99,,0.045,0.059,0.006,2,0.014
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q3 2012,7/11/2012,8.95,13.3,23.0313,21.0313,11,9,11.16,0.8713,6.529,,4.7,3.6,2.9,12,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q3 2012,7/23/2012,9.61,14.9,24.011,22.011,15,13,8.45,0.561,10.52,,3.2,2.9,2.6,14,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q3 2012,8/7/2012,9.34,13.9,26.36,23.36,16,13,9.63,0.73,11.64,,4.2,3.6,3,16,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q3 2012,8/16/2012,9.19,13.3,25.3,24.3,14,13,10.41,0.89,11.33,,3.8,3.7,3.3,9,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q3 2012,9/11/2012,8.83,13.64,20.32,18.32,15,13,4.36,0.96,12.48,,3.7,3.5,3.9,10,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q3 2012,9/26/2012,8.58,14.04,20.23,19.23,14,13,5.25,0.98,10.94,,3.9,3.7,3.4,10,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,10/4/2012,8.55,13.75,18.15,18.15,11,11,6.16,0.99,10.2,,4.1,3.9,3.7,8,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,10/23/2012,11.64,24.33,16.11,15.11,12,11,3.41,0.7,9.52,,2.6,2.5,2.3,10,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,11/7/2012,8.89,13.19,17.55,17.55,13,13,3.74,0.81,11.54,,3.5,3.3,3.7,10,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,11/19/2012,12.67,16.76,17.42,17.42,11,11,5.62,0.8,9.034,,2.8,2.7,2.5,11,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,11/30/2012,16.28,30.65,19.56,19.66,9.9,10,9.01,0.65,9.138,,3.9,2.7,2.3,11,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,12/4/2012,19.38,29.43,13.79,12.59,5.6,4.4,7.62,0.57,3.376,,1.2,0.98,0.88,14,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,12/13/2012,10.83,14.99,22.3,21.3,12,11,9.61,0.69,8.678,,2.4,2.6,2.3,11,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q4 2012,12/26/2012,26.81,38.9,11.85,11.15,7.9,7.2,3.31,0.64,5.636,,1.2,0.94,0.94,12,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q1 2013,1/8/2013,11.07,15.46,19.89,18.89,15,14,4.13,0.76,13.9,,2.6,2.5,2,10,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q1 2013,1/29/2013,9.9,15.07,24.48,23.48,18,17,5.41,1.07,13.26,,3.4,2.9,2.4,17,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q1 2013,2/7/2013,9.23,14.2,25.13,26.13,16,17,8.07,1.06,15.46,,3.3,2.8,2.6,16,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q1 2013,2/19/2013,9.72,14.99,22.57,21.57,14,13,7.39,1.18,12.1,,3.4,3.2,3.2,13,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q1 2013,3/6/2013,9.15,14.2,21.61,22.61,11,12,9.36,1.25,10.4,,3.6,3.4,2.9,12,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q1 2013,3/18/2013,9.86,15.4,23.5,22.5,13,12,9.28,1.22,10.1,,3.9,3.6,3.3,11,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q2 2013,4/2/2013,9.62,14.05,24.07,24.37,9.6,9.9,13.45,1.02,7.896,,3.3,2.7,2.7,9,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q2 2013,4/17/2013,8.98,13.63,27.33,26.03,9.8,8.5,16.47,1.06,10.3,,3.6,3.4,3.1,8,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q2 2013,5/7/2013,8.85,13.35,21.45,19.25,11,8.8,9.5,0.95,7.49,,3.5,3.1,3,8,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q2 2013,5/22/2013,8.74,13.75,20.74,20.74,11,11,8.91,0.83,9.14,,3.7,3.4,3.4,9,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q2 2013,6/6/2013,8.66,13.41,29.08,28.08,17,16,11.32,0.76,13.95,,3.9,3.4,3.3,12,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 1,Q2 2013,6/18/2013,8.6,13.19,27.65,26.65,19,18,7.99,0.66,16.65,,3.8,3.5,3.3,14,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q3 2013,7/10/2013,8.73,12.34,27.22,25.22,18,16,8.11,1.11,13.4,,4,3.5,3.1,13,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q3 2013,7/22/2013,9.34,14.49,26.61,26.61,18,18,7.32,1.29,15,,3.6,4.2,3.2,9,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q3 2013,8/6/2013,8.68,12.69,29.94,27.94,20,18,9.05,0.89,15.45,,3.7,3.1,3.2,12,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q3 2013,8/22/2013,8.62,13.74,32.74,28.74,19,15,12.88,0.86,14.3,,3.7,3.2,3.1,14,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q3 2013,9/10/2013,8.82,13.56,22.57,20.57,18,16,3.83,0.74,13.8,,3.8,3.2,2.6,10,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q3 2013,9/18/2013,8.48,12.89,25.82,22.82,17,14,7.94,0.88,12.2,,4.2,3.6,3.2,12,
Carquinez Strait,Vallejo Sanitation & Flood Control District,Y 2,Q4 2013,10/10/2013,8.52,13.47,29.4,29.4,20,20,8.29,1.11,16.25,,3.9,3.5,3.2,10,
